Reserve_Location,Vegetation_Type,Water_Source_Availability,Human_Activity_Index,Predator_Count,Reserve_Area,Season,Average_Temperature,Rainfall,Altitude,Food_Availability_Index,Nearby_Population,Illegal_Activities_Index,Soil_Quality_Index,Number_of_Protected_Species,Tourism_Index,Funding_Level,Reserve_Accessibility,Species_Population
East,Forest,0,0.31172206779554823,1.0,389.8716892235636,Winter,7.293873036892869,437.9415417585285,2988.857253146459,0.8244715176045491,1451,0.5446308711071358,0.5355424730977982,2,0.5280680809320789,305.7021358104885,Difficult,387
East,Desert,1,0.24848913981446574,7.0,107.47106763585566,Autumn,-2.2770126388338108,269.54727636800436,2493.7054259594493,0.14643625660281612,2313,0.0778565196087696,0.47698339261765377,29,0.20208093608652078,524.5005742189765,Easy,355
East,Forest,0,0.743946292572677,10.0,421.7304336136378,Spring,-8.727612004712457,141.23621318500184,2550.126908490164,0.832929715574228,1514,0.9554481914380675,0.3892086186234388,49,0.11007376018105719,651.8680936476059,Difficult,397
West,Forest,0,0.03353243473577938,12.0,401.91263945167367,Spring,22.291119314324213,212.61409271884696,822.1253347163607,0.5402965317903072,1231,0.24696116699189252,0.8874245353703603,11,0.3833878636319985,779.4830168845285,Moderate,250
West,Wetland,1,0.7624586857406905,7.0,66.27217123614295,Summer,7.030208329064582,63.93340061120878,295.04215050536675,0.4313017063410146,2999,0.16881000578456418,0.3358163646415345,2,0.8652945592010245,972.6887432610854,Difficult,228
West,Forest,0,0.8767656367617495,17.0,186.40776017539787,Autumn,-6.4144055576174495,382.7733752579304,375.2620167828422,0.37904048538303503,3440,0.8539428821418529,0.615069754014698,25,0.6028463803956364,285.84144866340944,Difficult,426
West,Wetland,1,0.34208174871590746,17.0,168.4006564598793,Autumn,10.4814447447616,0.005817377683070557,2996.7885748965427,0.9150607325172224,4056,0.013228812905293985,0.9269075621458641,29,0.7275364272301427,71.1107082134368,Easy,415
East,Forest,0,0.8212573046720129,13.0,212.0613833621836,Winter,5.56087475316968,208.2829142411461,1047.2538233351418,0.2511692675484013,305,0.5117804565694807,0.9620584989413515,8,0.11515578740287036,345.6569355418593,Easy,185
South,Wetland,0,0.11063173695520723,14.0,89.43923604372733,Summer,23.856031986750466,261.2550905427942,2269.7333449416547,0.8442123252861431,3536,0.7694425794215568,0.5089590404220475,25,0.5881260654678548,743.2944752240767,Moderate,396
North,Desert,0,0.8464522917345182,5.0,471.6310203639783,Spring,20.288962472634516,27.31721000048615,2439.3286537777676,0.4840205725094041,1723,0.9347955174927833,0.4528248052843268,1,0.6669657034871818,438.1116510332952,Difficult,480
South,Forest,1,0.12748866233198242,10.0,299.21100832056936,Summer,8.229686409877,486.5390814861664,2588.2674859209646,0.5140954425512597,1689,0.909202136206487,0.2786943159285258,2,0.2007128429137922,817.7884305894194,Moderate,350
West,Desert,1,0.39728729056036727,12.0,187.48593979611059,Autumn,0.8946277127495055,113.06266562483597,2993.1220624662537,0.308468281489484,1517,0.8196248695476449,0.95887187319041,45,0.8801547329102589,549.326365186015,Moderate,242
West,Forest,1,0.7972953657795536,0.0,228.64168268342755,Autumn,39.40179830777959,152.09935981814044,800.3398072449168,0.5730422006190157,3917,0.8881913496613041,0.14281430447286736,3,0.19499673752101976,929.791722630503,Moderate,160
South,Desert,1,0.14991742734877378,5.0,251.24114322717605,Winter,12.700081059805743,151.97125612751367,217.01739789312916,0.3252111962762113,419,0.1992196858370765,0.579829576047725,24,0.3134773598464504,947.8634419990688,Easy,461
South,Desert,1,0.22925139523264149,8.0,320.2674500122778,Winter,24.413711789011856,115.20833105867496,1292.4554021842994,0.03926941424165231,2936,0.28418429571172876,0.2825502675186389,12,0.6205568470234586,69.30450601874871,Moderate,286
South,Forest,0,0.7222525683930663,7.0,282.055742463424,Autumn,-2.9723516210819607,0.736911043155708,477.23394250394614,0.27199860534435605,3862,0.2889685249210585,0.2790082903477966,38,0.6383500651307308,456.4134397124243,Easy,238
West,Forest,0,0.7200365365460744,10.0,463.7263879464878,Spring,14.27948498296989,364.67239704399816,165.03507856995986,0.006379043406590679,4229,0.3770539310016988,0.40496858737618846,43,0.6993847409873672,609.689061249568,Easy,180
West,Forest,0,0.6411476328852973,18.0,273.6335673076236,Spring,-8.623164006526725,483.42274989964267,1145.2377987103098,0.9783547870568566,1450,0.3933206703851887,0.9987929358156545,34,0.11201171306820568,255.87254081221278,Moderate,232
North,Grassland,0,0.6939484444671,8.0,496.4711066704907,Summer,15.272755895522497,112.14674164252253,2372.8409281181857,0.9657472098197475,3096,0.5445553246546755,0.054966306839822066,22,0.8494644299285553,407.07677937898023,Moderate,222
North,Wetland,1,0.5427244433475962,16.0,433.1412309852931,Autumn,38.200870355885115,331.5235959017112,1741.9240045527056,0.39515529747230504,3261,0.15987976336644139,0.5785418182035315,8,0.5328471322832599,677.6815411176983,Difficult,291
West,Grassland,0,0.25179905890695276,11.0,143.8297314608011,Autumn,9.210335649290013,370.94816347935756,1007.0561687100268,0.728370854339646,1164,0.6912466637859893,0.08257215803527718,1,0.47132179410506836,226.7342268983614,Moderate,50
South,Grassland,1,0.34569599350391944,13.0,468.7678465897623,Spring,-8.05019937125442,424.2126895452624,1997.5918159288872,0.345806098410425,1869,0.1675665393045065,0.15452082999051897,40,0.9810976245135096,601.9813529744524,Difficult,131
South,Desert,0,0.18159771680142567,14.0,102.36487904846425,Spring,-8.452210454032823,211.31459850680457,772.8527228955511,0.671093157085976,1819,0.31030848210454753,0.4395629417728987,43,0.7403782969410198,697.4478281643061,Moderate,236
North,Forest,1,0.9084505613336283,15.0,417.85236882103624,Autumn,9.399337997343473,151.4654528202146,141.70619360904658,0.8054300430459791,2705,0.503345130606154,0.5104601313464413,30,0.11800602661937487,90.49631109586676,Moderate,303
West,Wetland,1,0.5833917947661205,19.0,221.28048206446104,Winter,-1.9987531768402977,162.64756701151555,2316.624820665639,0.9467562446922407,3515,0.7964405615234773,0.258792408364524,43,0.7565391672262407,497.52931602745275,Moderate,97
North,Desert,0,0.4008514167636399,0.0,445.0884442002813,Autumn,-8.832395183590705,356.31066654925644,1908.8549461056264,0.400212275849672,1342,0.7394692332387273,0.3164571308744162,46,0.09524893397286949,263.0800299241908,Moderate,276
North,Grassland,0,0.4620058036441327,9.0,440.6255105483527,Autumn,27.810680697508843,408.389733252818,2310.677611052784,0.7832979829560477,2226,0.6455343564105223,0.08696702025593306,1,0.027470562512984853,724.3863559980446,Difficult,498
East,Forest,0,0.9472833396118153,7.0,412.6664300529295,Spring,12.926150444094535,90.80698387830132,212.92024839423027,0.2659284506321188,1079,0.15577326058017016,0.3032197838442505,31,0.4036258952698971,189.55550853694047,Difficult,38
East,Desert,0,0.1533514031160802,17.0,405.5136963381776,Spring,4.462238598632727,185.4705040788826,2527.6469207088912,0.9903323037936483,4206,0.5470453456155777,0.9665584393805441,17,0.9935781728192187,892.2379155381063,Moderate,256
East,Forest,1,0.5862298320167972,0.0,187.10561259411836,Winter,35.00415915082404,450.970098374575,1896.6259801052797,0.025769598764351143,4563,0.08744650179988545,0.9447073816724817,12,0.17488393619486264,430.94133651832686,Moderate,325
South,Desert,0,0.505888678884466,1.0,86.41367737306348,Winter,-4.1930519899737195,403.34675984736964,1733.8465170666564,0.603528806501121,2779,0.37736317679665077,0.334878290136985,45,0.67264434352679,198.0030303075535,Difficult,460
West,Forest,0,0.6114542354346478,0.0,231.34108044432264,Summer,37.79594144776596,492.42920138123793,1911.3807395321417,0.6595059816513271,2528,0.41351653028995916,0.5708539362787616,4,0.17339606620611936,438.02179635032934,Easy,458
West,Grassland,1,0.01811018382084051,0.0,128.0860317439289,Autumn,5.698335868867641,377.12412984104037,2606.856415918256,0.6880455570741288,813,0.03981143944575383,0.9095953911109443,41,0.7247869749583861,408.7437628085279,Easy,253
West,Wetland,0,0.8721239089441515,8.0,362.72799000610775,Spring,34.42018361543406,196.59760051396114,1802.1158690208304,0.12038757878908901,2031,0.2739880994699718,0.0061838226408966745,43,0.5053536682378261,428.9189594937103,Easy,70
West,Grassland,0,0.9321182824836124,12.0,205.7448769420035,Winter,20.147143823973078,295.31891699731887,1784.75610167572,0.9385297834731304,322,0.9556494672664894,0.8106835703375919,9,0.6799717100893763,585.5612934974469,Difficult,156
East,Wetland,0,0.5651331835892089,0.0,489.0245903869617,Summer,31.33536798707437,330.50712712366015,2972.9695554907207,0.1811832790500828,2969,0.9536326078296895,0.948369552788919,42,0.2028731759142346,521.1737249135375,Difficult,183
South,Desert,0,0.9224993811772957,19.0,420.11625363546244,Spring,4.420271890937286,272.2484795519325,1382.6520358082923,0.22267607912308496,1541,0.043100108948324056,0.16144768603292103,33,0.9956190596227067,65.57907264663632,Easy,287
East,Grassland,1,0.7072386343133986,6.0,109.63610273383179,Spring,38.05677427037965,354.6604142363048,2151.4513000954903,0.3072164170212709,3503,0.17909493932818155,0.9607463027713554,36,0.6656505006259598,729.4154487265405,Moderate,343
South,Wetland,0,0.15253904291426135,1.0,437.90651702268013,Summer,9.474094745121018,83.66065200053019,1228.7683679061865,0.5464585417281244,2653,0.39221779343354013,0.5375401436403463,29,0.4934799980728777,559.7174359283134,Difficult,378
East,Grassland,0,0.5762883601668132,9.238297872340425,465.2407357310274,Winter,9.275595236846115,390.31585871277855,763.7388412021471,0.4171934185645765,2476,0.9477796979692298,0.014196634471723701,6,0.9231739886192648,359.0007680792637,Difficult,450
West,Wetland,0,0.6067150463828559,9.238297872340425,269.1778634685212,Summer,7.019355212725284,291.88639025705584,1830.8704429745023,0.1602256009765063,3340,0.14119906353718492,0.25763199876352916,5,0.0158518422318763,808.3578224980739,Easy,388
East,Grassland,0,0.424130671302386,13.0,322.81382198793983,Autumn,17.07038036737926,476.11089284879733,2791.7280845304595,0.1709364024208483,4243,0.7635158436682122,0.4499436742688596,2,0.7299235192858211,388.058474260957,Easy,151
West,Wetland,0,0.7364442356247228,17.0,394.16441040634794,Autumn,-2.292747841075645,21.211149103445848,2794.504608044842,0.41814478816279965,1141,0.10868253937469208,0.6929089110247677,12,0.8887465168138129,795.9650896006075,Difficult,53
West,Wetland,1,0.9343670147690148,14.0,128.67738226718564,Spring,17.68557426790056,132.66306877773349,1091.525306505922,0.7572829782755007,849,0.9812575773912768,0.7331603781367996,2,0.06167458362095746,305.7561275123747,Moderate,153
North,Forest,0,0.9255685129067763,1.0,276.1547344085491,Winter,17.0852406205002,300.77693964991204,1630.2646520429155,0.8979646468477885,366,0.381616499109135,0.9954215129254561,25,0.4500641704157582,72.84529754519976,Easy,362
East,Wetland,1,0.4508393714041321,9.0,229.3983624975409,Winter,28.095090630243497,148.27995610296534,713.7441058525975,0.08412766225938284,2897,0.775234538899056,0.287511199383759,23,0.2047194539499989,932.6396937999291,Difficult,342
North,Forest,1,0.11323804584075525,11.0,115.8682964730121,Autumn,31.68249809687928,357.2120820356211,2987.330217546762,0.39310390755940106,1089,0.3425910828111318,0.5382201018684752,5,0.5665181655878301,394.55112928137316,Difficult,495
East,Wetland,0,0.9848411989623346,16.0,215.39049003118916,Summer,12.022067515621202,379.5026412609655,2945.2419328170135,0.10024556372287663,4041,0.6276688771588087,0.533323547859605,42,0.6495429586036605,792.6925728493779,Moderate,405
East,Desert,0,0.8388980864459341,7.0,80.67753922347211,Spring,5.116662467574688,51.25798203323723,1983.5758961515974,0.016592480632597884,2038,0.19201608474003673,0.4056452594472375,48,0.302623182928755,279.14413322230445,Moderate,64
North,Desert,0,0.12466268120326685,10.0,61.61535812726915,Summer,2.9667448658547233,256.92723210338386,2432.8007730646727,0.6617186826439566,2860,0.14602101929696254,0.1691618938424202,41,0.45998166967810084,646.365112123656,Easy,316
North,Desert,0,0.9208418826173723,2.0,110.82483011967025,Summer,-0.268808164756404,254.44527779552794,2173.79046772273,0.6024494419665878,4270,0.9380641395681313,0.9774565631838426,11,0.2793394852765595,873.3108732577283,Easy,367
East,Wetland,1,0.8698963620621283,5.0,483.4018002151282,Summer,-7.117620890048756,184.64038510777053,1820.1588352144577,0.1630191138148862,1854,0.9176472779044335,0.8533171866665861,48,0.3693911644551138,41.644022339980324,Easy,432
West,Forest,0,0.5912754357449292,5.0,484.619972518949,Autumn,3.512384606539163,413.7531599366106,1418.8165934027172,0.02370775364451838,494,0.6254334501665935,0.6032454226840298,1,0.8855594435856314,571.3330049719286,Easy,170
North,Wetland,0,0.39900270387013026,8.0,244.62404524855938,Winter,38.32086929332037,348.6046909548184,2056.8802762854903,0.8349472056944037,3182,0.8082682112162782,0.2272610535596623,10,0.010010410559136429,607.4717539085692,Difficult,294
West,Desert,0,0.05476163882203133,6.0,190.3172598883668,Autumn,17.885441312502195,357.1633178674988,2064.8416802626853,0.9746905960485515,1784,0.06903693691137491,0.5437870703917469,38,0.8824091864437885,523.1580008059826,Easy,334
South,Desert,0,0.3351972416459009,8.0,277.7638382781098,Spring,7.363851951525376,230.85807190655956,1182.0555934249123,0.1354595367946908,3510,0.33478904189067915,0.6949701331214758,33,0.5716788783497385,874.4751032836424,Moderate,207
South,Forest,0,0.8028534485980114,17.0,247.78025988480957,Spring,19.0233800496848,460.49726054828795,2830.9067613082884,0.23147521376529812,3786,0.3137031247571562,0.5151670283865888,25,0.3316578441770175,43.43335723563746,Moderate,168
South,Desert,1,0.004632023004602859,11.0,97.54910791778477,Summer,-3.040164932715225,347.2977136266427,585.3353934866649,0.868409523946934,4130,0.6356453219526133,0.9902851705849413,17,0.7230571254603297,261.02839153584813,Difficult,89
North,Grassland,1,0.3334991716911442,7.0,338.3718416105928,Autumn,12.202187460110146,364.49053082790823,1551.0423940251258,0.9264637979561848,998,0.3559577734706405,0.6113416562477262,20,0.5077521518626643,875.7625388591554,Moderate,40
South,Forest,0,0.3981686935909433,7.0,147.21718212931984,Autumn,21.31171607105319,430.84545189367265,2103.5635319973862,0.41962738280681033,4469,0.1485067816436808,0.37097371259216905,35,0.4991086581076065,752.345702531956,Difficult,482
North,Desert,0,0.5373956029379229,17.0,328.8145797040233,Autumn,14.444891589622568,137.0357946710955,2121.6938370862467,0.050622472269074126,1451,0.5964670754135437,0.7721520276158381,39,0.11014228291896644,17.645160178605845,Difficult,121
South,Forest,0,0.9198556164127605,19.0,342.590491579169,Summer,10.088940032716213,403.5354519333515,1981.0529746295651,0.0393918336928194,1751,0.8143839206690815,0.17046251158164205,45,0.3895160259454087,517.0062832097086,Moderate,55
West,Grassland,1,0.34634599436596125,9.238297872340425,118.41118390789165,Summer,39.69241944498491,97.62030147824602,898.3358190103945,0.5739498660690104,2280,0.3821234944599732,0.38451581370626653,43,0.24106434585673664,529.5726807126748,Difficult,362
West,Forest,0,0.3469532018962277,9.238297872340425,77.60733219980068,Spring,34.01573810744635,172.67097612244393,552.9990491912038,0.392895108893179,4800,0.1322687150984817,0.34695895037758584,21,0.015695905596279647,400.8821351279104,Moderate,214
East,Forest,1,0.7375012481097484,10.0,401.3427137307979,Winter,21.170297907972007,167.80522713492135,1944.2269477974614,0.028652427577654516,4658,0.19668819731282305,0.43180709510777726,29,0.36009963078211327,297.3933320619897,Easy,61
West,Forest,0,0.45221794088980716,19.0,256.9101906961941,Autumn,18.46886805911414,489.26273419457027,1837.9761368043694,0.5832523923125568,2934,0.23748330516938398,0.7817798259287263,49,0.08982212942560475,681.7248504123421,Easy,147
East,Forest,0,0.22460482293998196,15.0,76.1737079774641,Autumn,21.033023991229204,428.26861187396344,620.1324298387988,0.011302536589022472,3734,0.2998975929945362,0.48417303216340746,42,0.2568300377251852,207.79046470475382,Moderate,481
West,Grassland,0,0.4524395161326934,3.0,497.6898427263952,Winter,0.06560539112166275,350.5849307951299,2144.9035221546337,0.787371958149273,3346,0.6427950705063091,0.7940144502659627,29,0.09251662118309445,798.9485620717061,Moderate,83
North,Wetland,0,0.14085702037979986,5.0,76.001252448365,Autumn,9.756887163215929,363.52838080769504,1419.9987760276035,0.3064328227033716,1873,0.600945484537719,0.5764889031398659,7,0.10094162555639885,803.0371607674717,Moderate,50
West,Forest,1,0.1763869865062233,9.238297872340425,362.76585298634893,Summer,-8.027023355455034,281.0363972012855,2036.5057156491434,0.0402580030092321,4534,0.6960798615670392,0.34206943465755535,33,0.19901129441518828,415.2614375728205,Moderate,488
East,Forest,1,0.49836777273947974,8.0,492.6555163685361,Summer,13.777301874341333,473.5453335542595,2528.364531333437,0.5883522209831533,3803,0.36250198453151317,0.8099787436834724,46,0.9998492444864002,283.54801090964764,Easy,86
East,Desert,0,0.4189254495045479,9.0,157.63104689716653,Autumn,17.151229197883158,248.12937644118077,592.2124428730772,0.3976844144330547,1979,0.8239976518799783,0.23828967055309158,8,0.002184142857248772,283.8781815907132,Difficult,396
South,Forest,0,0.9148459010681,9.238297872340425,114.01221590923828,Summer,1.3874868051604796,190.25885493494727,155.52011719082637,0.9738004133571495,698,0.20408766115576027,0.2243829797997955,19,0.6386726361204053,482.2913239962101,Difficult,196
North,Desert,1,0.3623938991166331,10.0,104.62322274009301,Summer,38.201442358275685,81.5176684657955,2359.397500547782,0.5441986625037022,1312,0.46904074751815394,0.5045029240548358,39,0.14124369802655734,719.5792247493588,Easy,379
West,Wetland,1,0.5805883502780435,17.0,186.473816405418,Autumn,35.4727305468621,393.10282613052897,1868.1225329425863,0.2752391810370083,2962,0.8009387215414303,0.2608492459620889,24,0.9206281367107758,358.86869099385876,Difficult,61
South,Grassland,1,0.6322642879195304,9.238297872340425,95.47061495479102,Spring,26.107161772795294,367.2219660377957,2128.954751904153,0.7094388646339748,2938,0.18015864773261925,0.009087034951216322,18,0.09363289333362923,610.0433454577516,Easy,427
West,Grassland,1,0.013094456588333636,9.238297872340425,361.47260376235937,Winter,16.66933143826813,192.17751926206745,2530.6494274670636,0.27149200254271133,4787,0.10986311374078295,0.6482975272988015,4,0.9550631871262365,382.48446058259435,Difficult,442
West,Wetland,0,0.6635373720167106,12.0,78.03130915852822,Summer,33.498457982384245,12.59670697961468,2428.1517109910515,0.9042432914075651,2300,0.8836839676879897,0.511093821472398,10,0.6109263874834779,304.52318915138335,Moderate,421
South,Grassland,1,0.17803596686975143,12.0,279.2399576674054,Spring,-3.467382808826854,419.4986638590054,2886.6684260935917,0.37472197050737643,3197,0.3429296627591959,0.4455178144931612,14,0.001268076915490246,24.859515915794162,Moderate,476
South,Wetland,0,0.9610703174694551,18.0,498.51358423383954,Summer,29.52548971374425,5.708991727036816,1654.2117286711427,0.5498685627762052,126,0.683870124909032,0.9669685146183153,7,0.894007197916806,3.9141057353906383,Moderate,96
South,Wetland,1,0.14866272775311296,9.238297872340425,416.2866212777085,Summer,-3.758959301657585,351.84988981452545,1516.6373347137255,0.05057310382422886,1191,0.02534860426393848,0.5711991839629137,18,0.5217118013669183,227.20767783200446,Easy,118
South,Wetland,1,0.41462412372702373,13.0,326.8487472039549,Winter,29.71053312747027,485.1285548630285,1265.4728796831173,0.4261212379522308,2639,0.6900468884094496,0.8634315777893845,22,0.26266973533048454,406.4062868009954,Easy,489
South,Grassland,1,0.08534966807864386,3.0,187.81412935397526,Summer,3.788378412567848,218.83066407410172,545.7040242481932,0.832363539660995,4389,0.3161013115469705,0.13945023620516017,26,0.7672791775156301,851.2611673620603,Difficult,406
West,Desert,1,0.9968742518459474,12.0,330.7531263312373,Winter,33.85452905090945,117.48670249797638,1760.5609753578651,0.8056488053633419,3916,0.05574085358744174,0.5692064631294277,39,0.92666555388687,798.4842429304255,Difficult,234
South,Wetland,1,0.5021950103312426,7.0,287.16865876024326,Winter,37.202104691269895,352.43550502169086,903.3363205453385,0.22431855885352625,1366,0.609812761548117,0.8679796267309029,31,0.4836908231467939,267.1652625879899,Difficult,491
North,Forest,0,0.5953850173200438,18.0,241.73752275066715,Winter,-2.5602015297442184,408.56407100779256,2771.791785417629,0.22607907101056268,1019,0.24080381607317325,0.583105757279898,25,0.3155534744431109,244.54044298429935,Easy,490
East,Grassland,0,0.06707647738842748,11.0,108.81966953308977,Spring,13.133780253269677,273.2151580389237,1791.253332403583,0.8173053122132368,4079,0.38680724205188,0.7180141781270015,26,0.7889451239349268,227.32207107002745,Difficult,257
South,Wetland,1,0.7499604703991778,17.0,448.97189685821,Autumn,39.049368908134255,483.5176376280731,1819.2365234735194,0.9303984201693255,4514,0.08058081228651359,0.3720435678122074,18,0.6817854977884547,339.237340528867,Moderate,78
South,Wetland,1,0.20990559309558576,5.0,252.40309196959512,Spring,14.170371798657332,25.83436082898055,1129.281516543329,0.09536092127300355,4539,0.14716325109494532,0.09244951703706661,49,0.8887524837502724,498.1987195616854,Difficult,129
West,Forest,0,0.8980542894407137,9.238297872340425,137.58013031934428,Autumn,33.17737612572726,252.39779915226407,250.76912073535172,0.45005863942622526,684,0.29797723549584376,0.4579002951270714,41,0.692514012761193,438.66777203157545,Moderate,76
South,Desert,1,0.20513964048200717,18.0,215.49170789478032,Autumn,19.436576106565994,359.22697366127505,192.056919581667,0.33745427896422897,3629,0.08975950056015713,0.3944793908388575,28,0.2435283388995363,218.27319878149376,Easy,700
South,Desert,1,0.19068772066366657,4.0,236.35838863801717,Winter,8.766495395980094,431.3202355745895,1327.6719180442728,0.8706884554574393,2887,0.9108262646863152,0.8670601823789473,38,0.931659249759019,130.45140994361805,Moderate,453
South,Desert,0,0.03654966784809488,8.0,422.39205300509343,Summer,4.28917777629351,89.62780595389502,345.2395964819898,0.08352491468001877,1462,0.006047043183978418,0.24399530235247224,40,0.10483574720599131,12.577812486195384,Moderate,336
West,Wetland,1,0.47206694510999925,2.0,380.1264712526309,Winter,0.16115455430436398,400.0017408818407,1859.8561710664035,0.2111259425580374,4086,0.4838602188643114,0.9667342275351081,32,0.26794275010684787,153.96323866650386,Moderate,417
South,Wetland,1,0.5648411332626164,9.0,396.1872021386029,Summer,28.089909568884863,276.35353785927265,2654.8217163550066,0.7524683375864943,2261,0.12324745813255145,0.9581381198044961,18,0.5201946077238856,705.3563701941182,Easy,200
East,Wetland,0,0.06570863942835237,18.0,54.96406899289124,Autumn,9.327025341151394,198.2768409949816,2660.4529679042944,0.051293848981215584,4180,0.30767908947794853,0.2476316430714387,36,0.5657420260709014,243.63856934558294,Easy,479
West,Grassland,0,0.7755276166950106,2.0,237.2692991808927,Winter,15.563773110037559,65.85751428954678,2011.2316893834738,0.49253538071428926,2841,0.9260595598182655,0.3480519554773205,18,0.015310586626905431,468.6018101215098,Easy,198
East,Forest,0,0.4532888347480276,14.0,266.60486823589565,Summer,14.616274000059096,432.6478794544562,712.5723112714999,0.44210703467972,1767,0.16169455327398685,0.895555740873885,32,0.78057272582094,591.3011489232447,Easy,160
West,Wetland,1,0.52439026932758,0.0,58.63652457037551,Spring,18.863951461656562,78.63660408985767,2602.690810940729,0.33440117898874866,4180,0.9658323197183326,0.9666222208961075,46,0.3616073184253895,886.8409028316071,Difficult,295
South,Forest,0,0.44076274693822814,6.0,166.9159439352654,Summer,33.27885728122761,154.8939296045496,2669.6709624083037,0.3945723153189238,3560,0.2057943769894217,0.44343910283604404,15,0.4064185410021378,888.8550983934194,Easy,453
East,Forest,0,0.400763060875326,9.238297872340425,392.1304204049608,Winter,39.03696717917147,145.02276598121844,670.2953963635803,0.5299405869302329,2112,0.7415661084668296,0.3209970456408978,22,0.8093695444369458,745.733733681359,Moderate,411
West,Desert,0,0.5596403313082179,16.0,111.69936757804957,Spring,10.379210428690847,435.70701709542715,2238.535648734964,0.16136735838838312,4758,0.5466772648973117,0.526094013251542,6,0.37928339172754455,35.15699204850142,Easy,105
North,Grassland,0,0.1552402459307125,19.0,290.88955915366626,Summer,31.37594610531515,336.351497104449,930.9066918886565,0.5719958782835928,626,0.8844787275967592,0.6877692063657348,25,0.04722487649475482,575.0704190854149,Difficult,321
South,Wetland,0,0.18192813049527112,4.0,146.8408424077569,Summer,28.226389732735882,398.34069859568615,2427.656905823496,0.8054323292999863,4159,0.5539932555031309,0.2734745153749798,31,0.1764397704703503,786.5834708315065,Difficult,318
West,Desert,0,0.8617856210135173,3.0,55.45434858975197,Summer,18.676447572778663,125.23394939624949,2991.989909720448,0.760160929790159,3414,0.5345592191563087,0.7364731746190728,11,0.9559031723881823,17.28804476336321,Difficult,272
North,Desert,1,0.9461154621336327,11.0,158.54065591979366,Summer,37.80235718059666,312.43704980349946,187.07541545523915,0.15389990469377368,1375,0.1954580003683999,0.051657357114641034,7,0.07040536240251416,549.6846136565783,Moderate,106
West,Wetland,1,0.37330931627975295,19.0,489.1431897095242,Summer,0.02372577642013951,285.87299157187437,2702.3610107937025,0.1492494697414739,1181,0.16622936205165872,0.04929449276441644,4,0.3549312009680162,857.7641457860294,Easy,462
North,Forest,0,0.27074467314355377,17.0,410.6917003473453,Spring,-4.53678948451893,416.41518839413555,1905.6285474361084,0.2681743677449133,490,0.9164891511155142,0.3862877051455452,41,0.5031791670513446,474.1020758422669,Easy,122
South,Desert,0,0.6439995432390158,16.0,481.80948994446504,Autumn,32.69809834777111,453.0435302406303,2922.8095955779813,0.3610747263410372,3729,0.32783819885003407,0.3534731920607206,27,0.49328082733856005,4.106202897448452,Easy,485
